"Date","Price","Open","High","Low","Vol.","Change %"
"11/03/2021","149.50","149.50","149.50","149.50","","6.90%"
"11/02/2021","139.85","139.85","139.85","139.85","0.05K","0.79%"
"11/01/2021","138.75","138.75","138.75","138.75","","-40.03%"
"10/29/2021","231.35","231.35","231.35","231.35","","-1.36%"
"10/28/2021","234.55","234.55","234.55","234.55","","0.73%"
"10/27/2021","232.85","232.85","232.85","232.85","0.01K","-0.49%"
"10/26/2021","234.00","234.00","234.00","234.00","0.01K","-0.06%"
"10/25/2021","234.15","234.15","234.15","234.15","","1.92%"
"10/22/2021","229.75","229.75","229.75","229.75","","0.55%"
"10/21/2021","228.50","228.50","228.50","228.50","0.01K","-1.72%"
"10/20/2021","232.50","232.50","232.50","232.50","0.01K","-1.90%"
"10/19/2021","237.00","237.00","237.00","237.00","0.02K","-0.69%"
"10/18/2021","238.65","238.65","238.65","238.65","","-0.56%"
"10/15/2021","240.00","240.00","240.00","240.00","","-1.54%"
"10/14/2021","243.75","243.75","243.75","243.75","","-0.49%"
"10/13/2021","244.95","244.95","244.95","244.95","0.04K","0.74%"
"10/12/2021","243.15","243.15","243.15","243.15","","1.25%"
"10/11/2021","240.15","240.15","240.15","240.15","","4.41%"
"10/08/2021","230.00","230.00","230.00","230.00","","-2.99%"
"10/07/2021","237.10","237.10","237.10","237.10","0.00K","-0.02%"
"10/06/2021","237.15","237.15","237.15","237.15","0.01K","-13.45%"
"10/05/2021","274.00","274.00","274.00","274.00","0.29K","11.16%"
"10/04/2021","246.50","246.50","246.50","246.50","0.19K","5.52%"
"10/01/2021","233.60","233.60","233.60","233.60","0.04K","7.11%"
"09/30/2021","218.10","218.10","218.10","218.10","0.01K","3.86%"
"09/29/2021","210.00","210.00","210.00","210.00","0.12K","4.30%"
"09/28/2021","201.35","201.35","201.35","201.35","0.04K","0.00%"
"09/27/2021","201.35","201.35","201.35","201.35","","16.35%"
"09/24/2021","173.05","173.05","173.05","173.05","","0.32%"
"09/23/2021","172.50","172.50","172.50","172.50","0.19K","0.32%"
"09/22/2021","171.95","171.95","171.95","171.95","0.06K","0.47%"
"09/21/2021","171.15","171.15","171.15","171.15","","0.03%"
"09/20/2021","171.10","171.10","171.10","171.10","0.03K","1.39%"
"09/17/2021","168.75","168.75","168.75","168.75","","0.93%"
"09/16/2021","167.20","167.20","167.20","167.20","0.01K","-1.27%"
"09/15/2021","169.35","169.35","169.35","169.35","0.04K","-1.17%"
"09/14/2021","171.35","171.35","171.35","171.35","0.06K","-0.38%"
"09/13/2021","172.00","172.00","172.00","172.00","0.13K","0.61%"
"09/10/2021","170.95","170.95","170.95","170.95","0.19K","0.77%"
"09/09/2021","169.65","169.65","169.65","169.65","0.08K","0.50%"
"09/08/2021","168.80","168.80","168.80","168.80","0.25K","0.00%"
"09/07/2021","168.80","168.80","168.80","168.80","0.30K","2.15%"
"09/03/2021","165.25","165.25","165.25","165.25","0.01K","1.91%"
"09/02/2021","162.15","162.15","162.15","162.15","0.01K","2.69%"
"09/01/2021","157.90","157.90","157.90","157.90","0.09K","2.13%"
"08/31/2021","154.60","154.60","154.60","154.60","0.13K","3.65%"
"08/30/2021","149.15","149.15","149.15","149.15","","0.20%"
"08/27/2021","148.85","148.85","148.85","148.85","","-0.10%"
"08/26/2021","149.00","149.00","149.00","149.00","","0.07%"
"08/25/2021","148.90","148.90","148.90","148.90","0.01K","-0.07%"
"08/24/2021","149.00","149.00","149.00","149.00","","0.44%"
"08/23/2021","148.35","148.35","148.35","148.35","","1.26%"
"08/20/2021","146.50","146.50","146.50","146.50","","1.56%"
"08/19/2021","144.25","144.25","144.25","144.25","0.03K","-3.93%"
"08/18/2021","150.15","150.15","150.15","150.15","0.11K","0.07%"
"08/17/2021","150.05","150.05","150.05","150.05","0.13K","-1.15%"
"08/16/2021","151.80","151.80","151.80","151.80","0.14K","1.44%"
"08/13/2021","149.65","149.65","149.65","149.65","","0.47%"
"08/12/2021","148.95","148.95","148.95","148.95","0.06K","0.57%"
"08/11/2021","148.10","148.10","148.10","148.10","0.11K","1.37%"
"08/10/2021","146.10","146.10","146.10","146.10","0.11K","0.97%"
"08/09/2021","144.70","144.70","144.70","144.70","0.07K","0.66%"
"08/06/2021","143.75","143.75","143.75","143.75","0.10K","1.52%"
"08/05/2021","141.60","141.60","141.60","141.60","0.01K","0.35%"
"08/04/2021","141.10","141.10","141.10","141.10","0.02K","0.71%"
"08/03/2021","140.10","140.10","140.10","140.10","0.03K","0.18%"
"08/02/2021","139.85","139.85","139.85","139.85","0.04K","5.31%"
"07/30/2021","132.80","132.80","132.80","132.80","","0.34%"
"07/29/2021","132.35","132.35","132.35","132.35","","-0.41%"
"07/28/2021","132.90","132.90","132.90","132.90","","0.11%"
"07/27/2021","132.75","132.75","132.75","132.75","0.01K","0.26%"
"07/26/2021","132.40","132.40","132.40","132.40","","-0.04%"
"07/23/2021","132.45","132.45","132.45","132.45","","0.19%"
"07/22/2021","132.20","132.20","132.20","132.20","","-0.49%"
"07/21/2021","132.85","132.85","132.85","132.85","","0.49%"
"07/20/2021","132.20","132.20","132.20","132.20","0.04K","-0.75%"
"07/19/2021","133.20","133.20","133.20","133.20","0.02K","0.41%"
"07/16/2021","132.65","132.65","132.65","132.65","0.06K","0.57%"
"07/15/2021","131.90","131.90","131.90","131.90","0.04K","0.42%"
"07/14/2021","131.35","131.35","131.35","131.35","","-0.11%"
"07/13/2021","131.50","131.50","131.50","131.50","0.12K","3.54%"
"07/12/2021","127.00","127.00","127.00","127.00","0.04K","0.16%"
"07/09/2021","126.80","126.80","126.80","126.80","0.05K","1.00%"
"07/08/2021","125.55","125.55","125.55","125.55","","0.76%"
"07/07/2021","124.60","124.60","124.60","124.60","","0.77%"
"07/06/2021","123.65","123.65","123.65","123.65","0.05K","0.04%"
"07/02/2021","123.60","123.60","123.60","123.60","0.03K","1.06%"
"07/01/2021","122.30","122.30","122.30","122.30","0.06K","1.28%"
"06/30/2021","120.75","120.75","120.75","120.75","0.02K","4.91%"
"06/29/2021","115.10","115.10","115.10","115.10","0.03K","2.72%"
"06/28/2021","112.05","112.05","112.05","112.05","0.06K","3.37%"
"06/25/2021","108.40","108.40","108.40","108.40","","0.42%"
"06/24/2021","107.95","107.95","107.95","107.95","","0.56%"
"06/23/2021","107.35","107.35","107.35","107.35","","-0.09%"
"06/22/2021","107.45","107.45","107.45","107.45","0.01K","0.09%"
"06/21/2021","107.35","107.35","107.35","107.35","0.01K","-0.37%"
"06/18/2021","107.75","107.75","107.75","107.75","","-0.05%"
"06/17/2021","107.80","107.80","107.80","107.80","","-0.09%"
"06/16/2021","107.90","107.90","107.90","107.90","0.01K","-0.09%"
"06/15/2021","108.00","108.00","108.00","108.00","","-0.78%"
"06/14/2021","108.85","108.85","108.85","108.85","0.04K","-1.14%"
"06/11/2021","110.10","110.10","110.10","110.10","","0.09%"
"06/10/2021","110.00","110.00","110.00","110.00","","1.62%"
"06/09/2021","108.25","108.25","108.25","108.25","0.02K","2.27%"
"06/08/2021","105.85","105.85","105.85","105.85","0.02K","-0.09%"
"06/07/2021","105.95","105.95","105.95","105.95","0.05K","4.64%"
"06/04/2021","101.25","101.25","101.25","101.25","0.02K","0.80%"
"06/03/2021","100.45","100.45","100.45","100.45","0.01K","4.64%"
"06/02/2021","96.00","96.00","96.00","96.00","","0.10%"
"06/01/2021","95.90","95.90","95.90","95.90","0.02K","11.38%"
"05/28/2021","86.10","86.10","86.10","86.10","","0.23%"
"05/27/2021","85.90","85.90","85.90","85.90","","0.00%"
"05/26/2021","85.90","85.90","85.90","85.90","","0.23%"
"05/25/2021","85.70","85.70","85.70","85.70","","0.29%"
"05/24/2021","85.45","85.45","85.45","85.45","","0.23%"
"05/21/2021","85.25","85.25","85.25","85.25","","0.71%"
"05/20/2021","84.65","84.65","84.65","84.65","","0.77%"
"05/19/2021","84.00","84.00","84.00","84.00","","-0.71%"
"05/18/2021","84.60","84.60","84.60","84.60","0.01K","-0.18%"
"05/17/2021","84.75","84.75","84.75","84.75","","-0.82%"
"05/14/2021","85.45","85.45","85.45","85.45","","-0.41%"
"05/13/2021","85.80","85.80","85.80","85.80","","-0.06%"
"05/12/2021","85.85","85.85","85.85","85.85","0.05K","1.36%"
"05/11/2021","84.70","84.70","84.70","84.70","","1.01%"
"05/10/2021","83.85","83.85","83.85","83.85","","1.76%"
"05/07/2021","82.40","82.40","82.40","82.40","","0.86%"
"05/06/2021","81.70","81.70","81.70","81.70","","2.19%"
"05/05/2021","79.95","79.95","79.95","79.95","0.05K","1.78%"
"05/04/2021","78.55","78.55","78.55","78.55","0.04K","1.22%"
"05/03/2021","77.60","77.60","77.60","77.60","","8.15%"
"04/30/2021","71.75","71.75","71.75","71.75","","-0.21%"
"04/29/2021","71.90","71.90","71.90","71.90","","0.28%"
"04/28/2021","71.70","71.70","71.70","71.70","","-0.07%"
"04/27/2021","71.75","71.75","71.75","71.75","","0.14%"
"04/26/2021","71.65","71.65","71.65","71.65","","0.21%"
"04/23/2021","71.50","71.50","71.50","71.50","","-0.21%"
"04/22/2021","71.65","71.65","71.65","71.65","","0.07%"
"04/21/2021","71.60","71.60","71.60","71.60","0.01K","0.35%"
"04/20/2021","71.35","71.35","71.35","71.35","","-0.21%"
"04/19/2021","71.50","71.50","71.50","71.50","","-0.28%"
"04/16/2021","71.70","71.70","71.70","71.70","","0.14%"
"04/15/2021","71.60","71.60","71.60","71.60","","3.32%"
"04/14/2021","69.30","69.30","69.30","69.30","","0.43%"
"04/13/2021","69.00","69.00","69.00","69.00","0.00K","0.80%"
"04/12/2021","68.45","68.45","68.45","68.45","","1.33%"
"04/09/2021","67.55","67.55","67.55","67.55","0.02K","0.75%"
"04/08/2021","67.05","67.05","67.05","67.05","0.02K","-2.54%"
"04/07/2021","68.80","68.80","68.80","68.80","0.02K","-2.27%"
"04/06/2021","70.40","70.40","70.40","70.40","0.00K","0.21%"
"04/05/2021","70.25","70.25","70.25","70.25","","0.00%"
"04/01/2021","70.25","70.25","70.25","70.25","","0.21%"
"03/31/2021","70.10","70.10","70.10","70.10","0.03K","0.14%"
"03/30/2021","70.00","70.00","70.00","70.00","0.04K","-0.71%"
"03/29/2021","70.50","70.50","70.50","70.50","0.06K","2.99%"
"03/26/2021","68.45","68.45","68.45","68.45","","0.07%"
"03/25/2021","68.40","68.40","68.40","68.40","","0.00%"
"03/24/2021","68.40","68.40","68.40","68.40","","-0.07%"
"03/23/2021","68.45","68.45","68.45","68.45","","-0.07%"
"03/22/2021","68.50","68.50","68.50","68.50","0.01K","0.37%"
"03/19/2021","68.25","68.25","68.25","68.25","0.03K","0.22%"
"03/18/2021","68.10","68.10","68.10","68.10","0.01K","0.81%"
"03/17/2021","67.55","67.55","67.55","67.55","","1.81%"
"03/16/2021","66.35","66.35","66.35","66.35","","0.00%"
"03/15/2021","66.35","66.35","66.35","66.35","0.05K","0.38%"
"03/12/2021","66.10","66.10","66.10","66.10","","0.23%"
"03/11/2021","65.95","65.95","65.95","65.95","","-0.15%"
"03/10/2021","66.05","66.05","66.05","66.05","","0.08%"
"03/09/2021","66.00","66.00","66.00","66.00","","0.69%"
"03/08/2021","65.55","65.55","65.55","65.55","","0.69%"
"03/05/2021","65.10","65.10","65.10","65.10","","-0.08%"
"03/04/2021","65.15","65.15","65.15","65.15","0.02K","-0.99%"
"03/03/2021","65.80","65.80","65.80","65.80","0.11K","-0.53%"
"03/02/2021","66.15","66.15","66.15","66.15","0.04K","0.99%"
"03/01/2021","65.50","65.50","65.50","65.50","0.02K","-0.61%"
"02/26/2021","65.90","65.90","65.90","65.90","","0.15%"
"02/25/2021","65.80","65.80","65.80","65.80","","0.08%"
"02/24/2021","65.75","65.75","65.75","65.75","","-0.15%"
"02/23/2021","65.85","65.85","65.85","65.85","","-0.23%"
"02/22/2021","66.00","66.00","66.00","66.00","","0.00%"
"02/19/2021","66.00","66.00","66.00","66.00","","0.99%"
"02/18/2021","65.35","65.35","65.35","65.35","","0.00%"
"02/17/2021","65.35","65.35","65.35","65.35","","-0.31%"
"02/16/2021","65.55","65.55","65.55","65.55","","-2.16%"
"02/12/2021","67.00","67.00","67.00","67.00","","-0.22%"
"02/11/2021","67.15","67.15","67.15","67.15","","-1.32%"
"02/10/2021","68.05","68.05","68.05","68.05","0.01K","-0.73%"
"02/09/2021","68.55","68.55","68.55","68.55","0.01K","0.37%"
"02/08/2021","68.30","68.30","68.30","68.30","0.03K","2.71%"
"02/05/2021","66.50","66.50","66.50","66.50","0.01K","2.47%"
"02/04/2021","64.90","64.90","64.90","64.90","","1.88%"
"02/03/2021","63.70","63.70","63.70","63.70","0.03K","-2.82%"
"02/02/2021","65.55","63.55","63.55","63.55","0.01K","0.54%"
"02/01/2021","65.20","67.75","67.75","67.75","0.01K","-3.83%"
"01/29/2021","67.80","67.80","67.80","67.80","0.00K","0.07%"
"01/28/2021","67.75","67.75","67.75","67.75","0.01K","0.15%"
"01/27/2021","67.65","67.65","67.65","67.65","","0.07%"
"01/26/2021","67.60","67.60","67.60","67.60","0.00K","0.30%"
"01/25/2021","67.40","67.40","67.40","67.40","0.07K","-0.22%"
"01/22/2021","67.55","67.55","67.55","67.55","","0.00%"
"01/21/2021","67.55","67.55","67.55","67.55","0.00K","0.07%"
"01/20/2021","67.50","67.50","67.50","67.50","","-0.07%"
"01/19/2021","67.55","67.55","67.55","67.55","0.02K","-1.24%"
"01/15/2021","68.40","68.40","68.40","68.40","0.01K","-1.94%"
"01/14/2021","69.75","69.75","69.75","69.75","0.02K","-0.71%"
"01/13/2021","70.25","70.25","70.25","70.25","0.04K","-0.71%"
"01/12/2021","70.75","70.75","70.75","70.75","0.14K","3.36%"
"01/11/2021","68.45","68.45","68.45","68.45","0.05K","-0.07%"
"01/08/2021","68.50","68.50","68.50","68.50","0.08K","2.85%"
"01/07/2021","66.60","66.60","66.60","66.60","0.05K","3.42%"
"01/06/2021","64.40","64.40","64.40","64.40","0.09K","-0.92%"
"01/05/2021","65.00","65.00","65.00","65.00","0.03K","-6.27%"
"01/04/2021","69.35","69.35","69.35","69.35","0.02K","4.73%"
"12/29/2020","66.22","66.22","66.22","66.22","","0.00%"
"12/28/2020","66.22","66.22","66.22","66.22","","0.03%"
"12/24/2020","66.20","66.20","66.20","66.20","","0.15%"
"12/23/2020","66.10","66.10","66.10","66.10","","-0.08%"
"12/22/2020","66.15","66.15","66.15","66.15","","-0.08%"
"12/21/2020","66.20","66.20","66.20","66.20","","0.30%"
"12/18/2020","66.00","66.00","66.00","66.00","","0.38%"
"12/17/2020","65.75","65.75","65.75","65.75","","0.00%"
"12/16/2020","65.75","65.75","65.75","65.75","","-0.53%"
"12/15/2020","66.10","66.10","66.10","66.10","","0.99%"
"12/14/2020","65.45","65.45","65.45","65.45","","0.46%"
"12/11/2020","65.15","65.15","65.15","65.15","0.03K","1.80%"
"12/10/2020","64.00","64.00","64.00","64.00","0.01K","1.27%"
"12/09/2020","63.20","63.20","63.20","63.20","","0.40%"
"12/08/2020","62.95","62.95","62.95","62.95","0.02K","0.08%"
"12/07/2020","62.90","63.50","63.50","63.50","0.00K","-0.32%"
"12/04/2020","63.10","63.10","63.10","63.10","0.01K","2.10%"
"12/03/2020","61.80","61.80","61.80","61.80","","-0.32%"
"12/02/2020","62.00","62.00","62.00","62.00","0.04K","1.06%"
"12/01/2020","61.35","61.35","61.35","61.35","0.01K","0.57%"
"11/30/2020","61.00","61.00","61.00","61.00","0.03K","13.38%"
"11/27/2020","53.80","53.80","53.80","53.80","","0.37%"
"11/25/2020","53.60","53.60","53.60","53.60","","0.66%"
"11/24/2020","53.25","53.25","53.25","53.25","","0.09%"
"11/23/2020","53.20","53.20","53.20","53.20","","0.57%"
"11/20/2020","52.90","52.90","52.90","52.90","","0.09%"
"11/19/2020","52.85","52.85","52.85","52.85","","-0.09%"
"11/18/2020","52.90","52.90","52.90","52.90","","0.09%"
"11/17/2020","52.85","52.85","52.85","52.85","","-0.28%"
"11/16/2020","53.00","53.00","53.00","53.00","","0.38%"
"11/13/2020","52.80","52.80","52.80","52.80","","0.57%"
"11/12/2020","52.50","52.50","52.50","52.50","","2.04%"
"11/11/2020","51.45","51.45","51.45","51.45","","0.19%"
"11/10/2020","51.35","51.35","51.35","51.35","","0.59%"
"11/09/2020","51.05","51.05","51.05","51.05","","0.29%"
"11/06/2020","50.90","50.90","50.90","50.90","","-1.07%"
"11/05/2020","51.45","51.45","51.45","51.45","","1.18%"
"11/04/2020","50.85","50.85","50.85","50.85","","-0.49%"
"11/03/2020","51.10","51.10","51.10","51.10","0.01K","0.79%"
"11/02/2020","50.70","50.70","50.70","50.70","","-10.03%"
"10/30/2020","56.35","56.35","56.35","56.35","","0.36%"
"10/29/2020","56.15","56.15","56.15","56.15","","-0.27%"
"10/28/2020","56.30","56.30","56.30","56.30","","-0.35%"
"10/27/2020","56.50","56.50","56.50","56.50","","-0.18%"
"10/26/2020","56.60","56.60","56.60","56.60","","-0.35%"
"10/23/2020","56.80","56.80","56.80","56.80","","-0.09%"
"10/22/2020","56.85","56.85","56.85","56.85","","0.62%"
"10/21/2020","56.50","56.50","56.50","56.50","","-0.88%"
"10/20/2020","57.00","57.00","57.00","57.00","","-0.18%"
"10/19/2020","57.10","57.10","57.10","57.10","0.05K","0.35%"
"10/16/2020","56.90","56.90","56.90","56.90","","0.62%"
"10/15/2020","56.55","56.55","56.55","56.55","","-0.18%"
"10/14/2020","56.65","56.65","56.65","56.65","","0.27%"
"10/13/2020","56.50","56.50","56.50","56.50","","-0.62%"
"10/12/2020","56.85","56.85","56.85","56.85","0.20K","-1.30%"
"10/09/2020","57.60","57.60","57.60","57.60","","-0.17%"
"10/08/2020","57.70","57.70","57.70","57.70","0.01K","0.09%"
"10/07/2020","57.65","57.65","57.65","57.65","0.02K","-0.17%"
"10/06/2020","57.75","57.75","57.75","57.75","0.01K","0.26%"
"10/05/2020","57.60","57.60","57.60","57.60","0.02K","2.13%"
"10/02/2020","56.40","56.40","56.40","56.40","0.01K","-1.48%"
"10/01/2020","57.25","57.25","57.25","57.25","0.04K","0.00%"
"09/30/2020","57.25","57.25","57.25","57.25","0.05K","0.88%"
"09/29/2020","56.75","56.75","56.75","56.75","0.13K","-0.96%"
"09/28/2020","57.30","57.30","57.30","57.30","0.09K","9.56%"
"09/25/2020","52.30","52.30","52.30","52.30","","-0.29%"
"09/24/2020","52.45","52.45","52.45","52.45","","0.48%"
"09/23/2020","52.20","52.20","52.20","52.20","","0.19%"
"09/22/2020","52.10","52.10","52.10","52.10","","0.10%"
"09/21/2020","52.05","52.05","52.05","52.05","","0.00%"
"09/18/2020","52.05","52.05","52.05","52.05","","0.19%"
"09/17/2020","51.95","51.95","51.95","51.95","","-0.19%"
"09/16/2020","52.05","52.05","52.05","52.05","","0.29%"
"09/15/2020","51.90","51.90","51.90","51.90","","0.10%"
"09/14/2020","51.85","51.85","51.85","51.85","0.03K","0.19%"
"09/11/2020","51.75","51.75","51.75","51.75","","0.10%"
"09/10/2020","51.70","51.70","51.70","51.70","","0.58%"
"09/09/2020","51.40","51.40","51.40","51.40","","0.29%"
"09/08/2020","51.25","51.25","51.25","51.25","0.01K","-0.49%"
"09/04/2020","51.50","51.50","51.50","51.50","0.01K","-0.19%"
"09/03/2020","51.60","51.60","51.60","51.60","0.02K","0.10%"
"09/02/2020","51.55","51.55","51.55","51.55","","-2.00%"
"09/01/2020","52.60","52.60","52.60","52.60","0.02K","0.86%"
"08/31/2020","52.15","52.15","52.15","52.15","","6.32%"
"08/28/2020","49.05","49.05","49.05","49.05","","0.10%"
"08/27/2020","49.00","49.00","49.00","49.00","","0.10%"
"08/26/2020","48.95","48.95","48.95","48.95","","0.00%"
"08/25/2020","48.95","48.95","48.95","48.95","0.03K","0.31%"
"08/24/2020","48.80","48.80","48.80","48.80","","0.10%"
"08/21/2020","48.75","48.75","48.75","48.75","","-0.20%"
"08/20/2020","48.85","48.85","48.85","48.85","","-0.71%"
"08/19/2020","49.20","49.20","49.20","49.20","","-0.30%"
"08/18/2020","49.35","49.35","49.35","49.35","","-0.40%"
"08/17/2020","49.55","49.55","49.55","49.55","","0.30%"
"08/14/2020","49.40","49.40","49.40","49.40","","-0.30%"
"08/13/2020","49.55","49.55","49.55","49.55","","-0.20%"
"08/12/2020","49.65","49.65","49.65","49.65","","-1.29%"
"08/11/2020","50.30","50.30","50.30","50.30","","-0.49%"
"08/10/2020","50.55","50.55","50.55","50.55","0.04K","-0.59%"
"08/07/2020","50.85","50.85","50.85","50.85","0.01K","1.09%"
"08/06/2020","50.30","50.30","50.30","50.30","0.03K","-1.37%"
"08/05/2020","51.00","51.00","51.00","51.00","0.11K","-1.16%"
"08/04/2020","51.60","51.60","51.60","51.60","0.01K","-0.19%"
"08/03/2020","51.70","51.70","51.70","51.70","0.01K","3.61%"
"07/31/2020","49.90","49.90","49.90","49.90","","0.30%"
"07/30/2020","49.75","49.75","49.75","49.75","","0.20%"
"07/29/2020","49.65","49.65","49.65","49.65","","0.10%"
"07/28/2020","49.60","49.60","49.60","49.60","","0.20%"
"07/27/2020","49.50","49.50","49.50","49.50","","-0.10%"
"07/24/2020","49.55","49.55","49.55","49.55","","-0.30%"
"07/23/2020","49.70","49.70","49.70","49.70","","-0.20%"
"07/22/2020","49.80","49.80","49.80","49.80","","0.40%"
"07/21/2020","49.60","49.60","49.60","49.60","0.01K","1.12%"
"07/20/2020","49.05","49.05","49.05","49.05","","-0.51%"
"07/17/2020","49.30","49.30","49.30","49.30","0.05K","0.61%"
"07/16/2020","49.00","49.00","49.00","49.00","0.02K","0.00%"
"07/15/2020","49.00","49.00","49.00","49.00","","0.93%"
"07/14/2020","48.55","48.55","48.55","48.55","0.08K","-0.41%"
"07/13/2020","48.75","48.75","48.75","48.75","","-0.20%"
"07/10/2020","48.85","48.85","48.85","48.85","0.03K","-0.71%"
"07/09/2020","49.20","49.20","49.20","49.20","0.01K","-0.71%"
"07/08/2020","49.55","49.55","49.55","49.55","0.03K","-2.17%"
"07/07/2020","50.65","50.65","50.65","50.65","0.01K","-1.07%"
"07/06/2020","51.20","51.20","51.20","51.20","0.06K","0.69%"
"07/02/2020","50.85","50.85","50.85","50.85","0.05K","1.19%"
"07/01/2020","50.25","50.25","50.25","50.25","0.06K","1.21%"
"06/30/2020","49.65","49.65","49.65","49.65","0.01K","-0.50%"
"06/29/2020","49.90","49.90","49.90","49.90","0.01K","9.43%"
"06/26/2020","45.60","45.60","45.60","45.60","","0.22%"
"06/25/2020","45.50","45.50","45.50","45.50","","0.00%"
"06/24/2020","45.50","45.50","45.50","45.50","","0.22%"
"06/23/2020","45.40","45.40","45.40","45.40","","0.55%"
"06/22/2020","45.15","45.15","45.15","45.15","","0.33%"
"06/19/2020","45.00","45.00","45.00","45.00","","0.45%"
"06/18/2020","44.80","44.80","44.80","44.80","","0.22%"
"06/17/2020","44.70","44.70","44.70","44.70","0.01K","-0.33%"
"06/16/2020","44.85","44.85","44.85","44.85","","-0.44%"
"06/15/2020","45.05","45.05","45.05","45.05","0.02K","0.78%"
"06/12/2020","44.70","44.70","44.70","44.70","","0.79%"
"06/11/2020","44.35","44.35","44.35","44.35","","-0.89%"
"06/10/2020","44.75","44.75","44.75","44.75","0.04K","-1.21%"
"06/09/2020","45.30","45.30","45.30","45.30","0.01K","-1.09%"
"06/08/2020","45.80","45.80","45.80","45.80","","-0.76%"
"06/05/2020","46.15","46.15","46.15","46.15","0.05K","0.87%"
"06/04/2020","45.75","45.75","45.75","45.75","0.05K","-1.40%"
"06/03/2020","46.40","46.40","46.40","46.40","0.09K","-0.54%"
"06/02/2020","46.65","46.65","46.65","46.65","0.08K","4.36%"
"06/01/2020","44.70","44.70","44.70","44.70","0.03K","15.80%"
"05/29/2020","38.60","38.60","38.60","38.60","","-0.26%"
"05/28/2020","38.70","38.70","38.70","38.70","","0.00%"
"05/27/2020","38.70","38.70","38.70","38.70","","0.00%"
"05/26/2020","38.70","38.70","38.70","38.70","","0.13%"
"05/22/2020","38.65","38.65","38.65","38.65","","-0.26%"
"05/21/2020","38.75","38.75","38.75","38.75","0.01K","0.00%"
"05/20/2020","38.75","38.75","38.75","38.75","","-0.39%"
"05/19/2020","38.90","38.90","38.90","38.90","","-0.77%"
"05/18/2020","39.20","39.20","39.20","39.20","0.01K","0.51%"
"05/15/2020","39.00","39.00","39.00","39.00","","-0.38%"
"05/14/2020","39.15","39.15","39.15","39.15","","-0.38%"
"05/13/2020","39.30","39.30","39.30","39.30","0.02K","-0.13%"
"05/12/2020","39.35","39.35","39.35","39.35","0.03K","-1.25%"
"05/11/2020","39.85","39.85","39.85","39.85","0.02K","-0.50%"
"05/08/2020","40.05","40.05","40.05","40.05","","0.00%"
"05/07/2020","40.05","40.05","40.05","40.05","0.11K","0.12%"
"05/06/2020","40.00","40.00","40.00","40.00","0.04K","0.76%"
"05/05/2020","39.70","39.70","39.70","39.70","","1.79%"
"05/04/2020","39.00","39.00","39.00","39.00","0.01K","-1.89%"
"05/01/2020","39.75","39.75","39.75","39.75","","-0.50%"
"04/30/2020","39.95","39.95","39.95","39.95","","2.57%"
"04/29/2020","38.95","38.95","38.95","38.95","","0.65%"
"04/28/2020","38.70","38.70","38.70","38.70","0.03K","-1.02%"
"04/27/2020","39.10","39.10","39.10","39.10","0.01K","-13.01%"
"04/24/2020","44.95","44.95","44.95","44.95","","0.00%"
"04/23/2020","44.95","44.95","44.95","44.95","","-0.55%"
"04/22/2020","45.20","45.20","45.20","45.20","0.02K","0.22%"
"04/21/2020","45.10","45.10","45.10","45.10","0.03K","-1.10%"
"04/20/2020","45.60","45.60","45.60","45.60","0.12K","0.00%"
"04/17/2020","45.60","45.60","45.60","45.60","","0.22%"
"04/16/2020","45.50","45.50","45.50","45.50","0.07K","0.22%"
"04/15/2020","45.40","45.40","45.40","45.40","0.05K","-0.66%"
"04/14/2020","45.70","45.70","45.70","45.70","","-2.25%"
"04/13/2020","46.75","46.75","46.75","46.75","","0.00%"
"04/09/2020","46.75","46.75","46.75","46.75","0.01K","0.54%"
"04/08/2020","46.50","46.50","46.50","46.50","0.08K","-1.17%"
"04/07/2020","47.05","47.05","47.05","47.05","0.09K","1.84%"
"04/06/2020","46.20","46.20","46.20","46.20","0.10K","-0.54%"
"04/03/2020","46.45","46.45","46.45","46.45","0.02K","-2.31%"
"04/02/2020","47.55","47.55","47.55","47.55","0.11K","-0.94%"
"04/01/2020","48.00","48.00","48.00","48.00","0.25K","-3.03%"
"03/31/2020","49.50","49.50","49.50","49.50","0.02K","-2.85%"
"03/30/2020","50.95","50.95","50.95","50.95","0.06K","6.37%"
"03/27/2020","47.90","47.90","47.90","47.90","","-0.10%"
"03/26/2020","47.95","47.95","47.95","47.95","","-0.21%"
"03/25/2020","48.05","48.05","48.05","48.05","","0.42%"
"03/24/2020","47.85","47.85","47.85","47.85","","0.74%"
"03/23/2020","47.50","47.50","47.50","47.50","","0.11%"
"03/20/2020","47.45","47.45","47.45","47.45","","0.96%"
"03/19/2020","47.00","47.00","47.00","47.00","","-0.63%"
"03/18/2020","47.30","47.30","47.30","47.30","","0.53%"
"03/17/2020","47.05","47.05","47.05","47.05","0.03K","1.07%"
"03/16/2020","46.55","46.55","46.55","46.55","","-0.11%"
"03/13/2020","46.60","46.60","46.60","46.60","","0.87%"
"03/12/2020","46.20","46.20","46.20","46.20","","-0.54%"
"03/11/2020","46.45","46.45","46.45","46.45","0.01K","0.11%"
"03/10/2020","46.40","46.40","46.40","46.40","0.04K","-0.11%"
"03/09/2020","46.45","46.45","46.45","46.45","","-1.38%"
"03/06/2020","47.10","47.10","47.10","47.10","","-1.05%"
"03/05/2020","47.60","47.60","47.60","47.60","0.05K","1.06%"
