,$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P0,$CIV(W_t|P_t\rightarrow D_t|\emptyset)$_P1,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P0,$CIV(W_t|P_t\rightarrow D_t|\{W_{t-s}\}_{s=1}^{26})$_P1,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P0,$CIV(W_t|P_t\rightarrow D_t|D_{t-1})$_P1,"$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P0","$CIV(W_t|P_t \rightarrow D_t| \{W_{{t-s}}, P_{{t-s}}, D_{{t-s}}\}_{s=1}^{26})$_P1","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(P_t, D_{t-1})\rightarrow D_t|\emptyset)$_P1",$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|\emptyset)$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|\emptyset)$_P1,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|D_{t-1})$_P0,$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1})\rightarrow D_t|D_{t-1})$_P1,"$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1}, D_{t-1})\rightarrow D_t|\emptyset)$_P0","$CIV(\{W_{t-s}\}_{s=0}^{26}|(\{P_{t-s}\}_{s=0}^{1}, D_{t-1})\rightarrow D_t|\emptyset)$_P1"
90,-50.224495198446675,,-92.29747263761237,,-45.25164020470402,,-91.3212930560112,,-58.67956781957764,,-95.60853737872094,45.69843725580722,-94.31562560761813,45.276102775824256,-86.15739221370313,50.098605266946834
91,-50.254444321813025,,-120.42669442342594,,-45.79630979378271,,-120.4514254629612,,-66.47847933403682,,-106.97859355283435,57.150775969959795,-108.08346328698099,57.387792537687346,-112.79015125101432,56.40099088882562
92,-50.99880177656814,,-110.1567288544029,,-45.909008344802714,,-110.7148562669754,,-62.1739959201077,,-108.71480678941589,58.14402253762819,-108.81348677142523,57.95405239367392,-107.19620180525817,58.455861157388426
93,-50.19387401162203,,-107.89988744445145,,-45.904295843,,-108.06084665283561,,-66.65272848552559,,-101.18305094155949,51.37910275685135,-101.60505458549596,51.342517117154785,-102.32805887388531,51.075428871263284
94,-51.163117420253,,-100.48697708314285,,-46.437835753640684,,-100.0233446508646,,-74.96381508198101,,-97.89365997374989,47.09077802230604,-97.82388648530468,47.33386695245281,-100.1341308732517,46.27539929392515
95,-51.10475002854855,,-109.80677096825093,,-46.43120230818022,,-109.16739800572395,,-62.123794192797504,,-103.42886058916338,52.71017382934224,-103.84612971963361,52.83196660049725,-106.24620822397992,52.43681346339872
96,-50.708790713854796,,-104.60185247287154,,-46.280109455328784,,-105.00370414648205,,-61.509558702935465,,-102.7638016610872,52.424670271459036,-102.56645395373926,51.84480171778705,-98.04358400776982,54.166073380736634
97,-50.53126826278003,,-111.78002483583987,,-45.202623694887734,,-111.92220011353493,,-67.99284119345248,,-101.95238039409742,51.780110944993794,-101.65465454140212,52.071131862234324,-104.17485603725072,51.27031715819612
98,-51.01826895688464,,-100.91282575391233,,-46.369355077520595,,-101.31835097074509,,-78.05890438111965,,-97.06173873483203,46.394311379874125,-97.10220930282958,46.74765830591787,-100.56454501859844,44.83862203639001
99,-50.75230400884993,,-104.46020896965638,,-45.75376535338728,,-104.75965222716331,,-68.25283295090776,,-98.8499141120119,48.474220783798955,-98.3631564443931,48.53431104135234,-97.22932557342574,49.125833416648675
